No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,DEWP,PRES,RAIN,WSPM,station,,TEMP mean,PRES mean,DEWP mean,RAIN mean,WSPM mean,,TEMP std,PRES std,DEWP std,RAIN std,WSPM std
34126,2017,1,20,21,46,67,20,67,1400,13,-4.6,-20,1021,0,0.7,Changping,,,,,,,,,,,,
34127,2017,1,20,22,53,54,16,53,1500,18,-6.55,-20.1,1020.75,0,0.8,Changping,,,,,,,,,,,,
34128,2017,1,20,23,48,54,12,36,1300,30,-6.2,-20.3,1020,0,0.9,Changping,,,,,,,,,,,,
34129,2017,1,21,0,79,91,21,61,2300,15,-7.66,-20.1,1019.4,0,1,Changping,,,,,,,,,,,,
34130,2017,1,21,1,60,60,13,47,1800,9,-8.466666667,-19.7,1019,0,0.7,Changping,,,,,,,,,,,,
34131,2017,1,21,2,51,54,37,22,100,9,-8.74,-19.9,1018,0,1.4,Changping,,,,,,,,,,,,
34132,2017,1,21,3,50,60,13,33,1100,4,-9.15,-19.7,1018,0,1,Changping,,,,,,,,,,,,
34133,2017,1,21,4,53,53,3,23,500,61,-9.466666667,-19.7,1018,0,0.4,Changping,,,,,,,,,,,,
34134,2017,1,21,5,48,57,11,61,1300,5,-9.45,-19.6,1018,0,2,Changping,,,,,,,,,,,,
34135,2017,1,21,6,48,66,20,65,1600,7,-8.22,-19.5,1018.8,0,1.8,Changping,,,,,,,,,,,,
34136,2017,1,21,7,18,35,7,27,600,44,-4.166666667,-20.6,1019.666667,0,4.7,Changping,,,,,,,,,,,,
34137,2017,1,21,8,7,31,6,25,500,48,-4.725,-21.5,1020.5,0,3.7,Changping,,,,,,,,,,,,
34138,2017,1,21,9,16,23,9,32,700,42,-4.54,-21.6,1021,0,1.8,Changping,,,,,,,,,,,,
34139,2017,1,21,10,7,47,7,22,500,48,-3.3,-21.5,1021,0,4.5,Changping,,,,,,,,,,,,
34140,2017,1,21,11,13,68,7,21,500,47,-2.34,-21.9,1021.4,0,7.3,Changping,,,,,,,,,,,,
34141,2017,1,21,12,9,64,6,23,400,43,-1.625,-22.8,1021,0,6.1,Changping,,,,,,,,,,,,
34142,2017,1,21,13,11,32,5,18,300,48,-0.875,-23.4,1021,0,3,Changping,,,,,,,,,,,,
34143,2017,1,21,14,8,37,3,12,200,54,-0.25,-23.8,1021,0,4.2,Changping,,,,,,,,,,,,
34144,2017,1,21,15,6,39,4,13,200,54,-0.775,-24.3,1021,0,5.7,Changping,,,,,,,,,,,,
34145,2017,1,21,16,10,28,4,13,200,54,-1.075,-24.1,1021.75,0,2.4,Changping,,,,,,,,,,,,
34146,2017,1,21,17,9,31,4,15,200,54,-2.1,-24.3,1022.75,0,2.4,Changping,,,,,,,,,,,,
34147,2017,1,21,18,14,33,5,16,200,53,-3.75,-24.1,1023.75,0,2.4,Changping,,,,,,,,,,,,
34148,2017,1,21,19,13,26,5,15,300,53,-4.5,-23.8,1025,0,2.6,Changping,,,,,,,,,,,,
34149,2017,1,21,20,14,27,8,18,400,49,-5.125,-23.6,1025.5,0,1.7,Changping,,,,,,,,,,,,
34150,2017,1,21,21,16,19,10,22,500,45,-5.85,-23.2,1026,0,1.6,Changping,,,,,,,,,,,,
34151,2017,1,21,22,18,23,12,38,700,31,-6.1,-23.1,1026,0,2.1,Changping,,,,,,,,,,,,
34152,2017,1,21,23,16,20,13,37,600,33,-6.075,-23.1,1026,0,3,Changping,,,,,,,,,,,,
34153,2017,1,22,0,16,20,7,18,600,48,-6.26,-22.3,1026,0,2.2,Changping,,,,,,,,,,,,
34154,2017,1,22,1,12,13,8,20,600,47,-6.525,-21.5,1026,0,2.1,Changping,,,,,,,,,,,,
34155,2017,1,22,2,9,11,5,14,500,53,-6.625,-21,1026,0,2.5,Changping,,,,,,,,,,,,
34156,2017,1,22,3,5,9,3,12,400,54,-6.675,-20.8,1026,0,1.8,Changping,,,,,,,,,,,,
34157,2017,1,22,4,8,8,3,12,400,54,-6.8,-20.8,1026,0,2.6,Changping,,,,,,,,,,,,
34158,2017,1,22,5,6,6,3,10,400,56,-6.725,-21,1026,0,2.3,Changping,,,,,,,,,,,,
34159,2017,1,22,6,7,7,4,11,400,56,-6.7,-21.6,1026,0,2.5,Changping,,,,,,,,,,,,
34160,2017,1,22,7,6,11,4,13,500,55,-7.033333333,-21.7,1027,0,1.9,Changping,,,,,,,,,,,,
34161,2017,1,22,8,7,15,8,24,500,45,-7.125,-21.7,1027,0,2.5,Changping,,,,,,,,,,,,
34162,2017,1,22,9,9,19,10,23,600,45,-6.825,-21.8,1027,0,1.8,Changping,,,,,,,,,,,,
34163,2017,1,22,10,10,15,8,18,500,51,-5.025,-21.6,1027,0,2.4,Changping,,,,,,,,,,,,
34164,2017,1,22,11,8,17,6,14,400,52,-3.15,-21.2,1027,0,1.4,Changping,,,,,,,,,,,,
34165,2017,1,22,12,12,15,7,17,500,49,-1.94,-20.6,1026.4,0,3.3,Changping,,,,,,,,,,,,
34166,2017,1,22,13,14,14,6,15,300,53,-1.833333333,-20.6,1025.333333,0,3,Changping,,,,,,,,,,,,
34167,2017,1,22,14,14,20,7,20,300,51,-0.9,-20.7,1024.4,0,3,Changping,,,,,,,,,,,,
34168,2017,1,22,15,14,27,11,21,400,52,-0.5,-20.8,1024,0,2.7,Changping,,,,,,,,,,,,
34169,2017,1,22,16,19,33,12,34,500,43,-0.2,-20.4,1023,0,1.4,Changping,,,,,,,,,,,,
34170,2017,1,22,17,24,43,13,56,700,25,-0.4,-19.8,1023,0,1.8,Changping,,,,,,,,,,,,
34171,2017,1,22,18,26,52,13,53,700,25,-1.34,-19.9,1023.6,0,2.6,Changping,,,,,,,,,,,,
34172,2017,1,22,19,30,56,20,48,800,25,-2.566666667,-19.9,1024.333333,0,2,Changping,,,,,,,,,,,,
34173,2017,1,22,20,38,50,25,55,100,17,-3.86,-20,1025.2,0,1.2,Changping,,,,,,,,,,,,
34174,2017,1,22,21,37,53,23,72,1200,3,-5.7,-19.4,1026,0,1.1,Changping,,,,,,,,,,,,
34175,2017,1,22,22,43,54,20,68,1500,5,-6.675,-19.3,1026.25,0,2.5,Changping,,,,,,,,,,,,
34176,2017,1,22,23,45,46,19,60,1300,7,-6.95,-19.5,1027,0,0.7,Changping,,,,,,,,,,,,
34177,2017,1,23,0,37,43,11,34,1200,23,-7.18,-19.4,1027,0,1.8,Changping,,,,,,,,,,,,
34178,2017,1,23,1,35,49,10,28,1200,19,-7.833333333,-19.5,1027,0,1.7,Changping,,,,,,,,,,,,
34179,2017,1,23,2,38,39,45,28,900,4,-8.7,-19.1,1027,0,1,Changping,,,,,,,,,,,,
34180,2017,1,23,3,35,35,11,20,100,11,-9.575,-19.1,1027,0,2.2,Changping,,,,,,,,,,,,
34181,2017,1,23,4,38,38,3,27,600,56,-9.633333333,-19.1,1027,0,0.5,Changping,,,,,,,,,,,,
34182,2017,1,23,5,36,36,4,61,1100,2,-9.825,-19.2,1027,0,1.2,Changping,,,,,,,,,,,,
34183,2017,1,23,6,29,32,9,56,1100,6,-9.78,-19.1,1027,0,0.8,Changping,,,,,,,,,,,,
34184,2017,1,23,7,26,41,11,53,1200,8,-9.966666667,-19,1027,0,1.6,Changping,,,,,,,,,,,,
34185,2017,1,23,8,28,36,11,61,1200,4,-9.75,-18.8,1027,0,1.1,Changping,,,,,,,,,,,,
34186,2017,1,23,9,29,35,12,44,1100,16,-9.04,-18.8,1027.6,0,1,Changping,,,,,,,,,,,,
34187,2017,1,23,10,41,95,20,55,1800,14,-5.825,-17.9,1028,0,1.1,Changping,,,,,,,,,,,,
34188,2017,1,23,11,81,94,33,78,2500,5,-4.1,-17.8,1027.75,0,1.8,Changping,,,,,,,,,,,,
34189,2017,1,23,12,56,56,25,71,1600,11,-2.75,-19.4,1026.75,0,1.9,Changping,,,,,,,,,,,,
34190,2017,1,23,13,44,44,20,56,1100,25,-1.375,-19.2,1025.5,0,1.6,Changping,,,,,,,,,,,,
34191,2017,1,23,14,34,34,15,41,700,35,-0.65,-19.1,1024.5,0,2.4,Changping,,,,,,,,,,,,
34192,2017,1,23,15,23,31,12,34,500,41,-0.3,-19.1,1024,0,1.4,Changping,,,,,,,,,,,,
34193,2017,1,23,16,25,35,10,33,500,44,-0.25,-19.1,1024,0,2.4,Changping,,,,,,,,,,,,
34194,2017,1,23,17,3,6,9,2,400,32,-0.7,-19.1,1024,0,1.8,Changping,,,,,,,,,,,,
34196,2017,1,23,19,28,29,4,16,300,44,-2.6,-18.5,1025,0,0.9,Changping,,,,,,,,,,,,
34197,2017,1,23,20,65,65,21,58,1400,15,-4.225,-18.5,1025.75,0,0.9,Changping,,,,,,,,,,,,
34198,2017,1,23,21,51,51,17,44,1100,22,-4.725,-18.4,1026,0,1.4,Changping,,,,,,,,,,,,
34199,2017,1,23,22,50,50,18,61,1200,9,-6.025,-18.4,1026,0,1.2,Changping,,,,,,,,,,,,
34200,2017,1,23,23,50,51,17,59,1200,44,-6.76,-18.2,1027,0,1.4,Changping,,,,,,,,,,,,
34201,2017,1,24,0,52,52,14,39,100,20,-6.766666667,-18.2,1027,0,0.7,Changping,,,,,,,,,,,,
34202,2017,1,24,1,48,48,8,34,1200,44,-7.45,-18.1,1027,0,1.8,Changping,,,,,,,,,,,,
34203,2017,1,24,2,44,44,11,31,1200,25,-7.74,-18.1,1027.6,0,1,Changping,,,,,,,,,,,,
34204,2017,1,24,3,39,39,9,32,1200,24,-8.033333333,-18,1028,0,1.9,Changping,,,,,,,,,,,,
34205,2017,1,24,4,37,37,11,42,1200,15,-8.78,-18,1028,0,1.2,Changping,,,,,,,,,,,,
34206,2017,1,24,5,41,41,14,47,1100,12,-8.8,-17.9,1028,0,1.3,Changping,,,,,,,,,,,,
34207,2017,1,24,6,41,41,13,48,1300,11,-9.52,-17.8,1028,0,2.1,Changping,,,,,,,,,,,,
34208,2017,1,24,7,48,49,10,50,1300,8,-9.733333333,-17.7,1028,0,1.4,Changping,,,,,,,,,,,,
34209,2017,1,24,8,60,66,14,60,2000,44,-9.825,-17.5,1028.5,0,1.5,Changping,,,,,,,,,,,,
34210,2017,1,24,9,97,154,37,69,3500,6,-8.96,-17.3,1029,0,1.5,Changping,,,,,,,,,,,,
34211,2017,1,24,10,105,105,47,76,2800,4,-6.1,-16.4,1029,0,1,Changping,,,,,,,,,,,,
34212,2017,1,24,11,104,119,40,74,2600,7,-2.9,-16.6,1029.2,0,2,Changping,,,,,,,,,,,,
34213,2017,1,24,12,94,94,31,68,1800,44,-1.1,-16.5,1028.5,0,1,Changping,,,,,,,,,,,,
34214,2017,1,24,13,90,90,31,69,1600,18,0.533333333,-16.4,1027.666667,0,1.1,Changping,,,,,,,,,,,,
34215,2017,1,24,14,83,83,31,68,1000,22,1.76,-16.5,1026.4,0,2.2,Changping,,,,,,,,,,,,
34216,2017,1,24,15,86,86,36,73,1600,24,2.2,-16.3,1025.75,0,2,Changping,,,,,,,,,,,,
34217,2017,1,24,16,81,85,38,76,1500,25,1.775,-16,1026,0,1.8,Changping,,,,,,,,,,,,
34218,2017,1,24,17,80,80,33,84,1400,25,1.733333333,-15.8,1025.666667,0,1.1,Changping,,,,,,,,,,,,
34219,2017,1,24,18,76,77,27,94,1400,7,0.66,-15.4,1025.8,0,0.8,Changping,,,,,,,,,,,,
34220,2017,1,24,19,93,105,34,101,1900,3,-0.5,-14.8,1026,0,1.3,Changping,,,,,,,,,,,,
34221,2017,1,24,20,121,122,36,105,2500,25,-1.525,-15.1,1026,0,1.1,Changping,,,,,,,,,,,,
34222,2017,1,24,21,107,107,33,102,2300,25,-1.85,-15.1,1026,0,0.2,Changping,,,,,,,,,,,,
34223,2017,1,24,22,105,108,35,100,2200,25,-1.95,-14.7,1026,0,1.2,Changping,,,,,,,,,,,,
34224,2017,1,24,23,124,124,39,108,2700,25,-2.74,-14.6,1026,0,0.9,Changping,,,,,,,,,,,,
34225,2017,1,25,0,144,144,35,103,300,2,-2.633333333,-14.3,1026,0,1.2,Changping,,,,,,,,,,,,
34226,2017,1,25,1,162,163,42,80,3300,2,-4.075,-14.3,1026,0,0.7,Changping,,,,,,,,,,,,
34227,2017,1,25,2,156,156,52,56,2600,2,-5.25,-14.4,1026,0,1,Changping,,,,,,,,,,,,
34228,2017,1,25,3,129,129,16,48,200,2,-6.16,-14.3,1026,0,1.5,Changping,,,,,,,,,,,,
34229,2017,1,25,4,118,118,5,35,900,25,-6.175,-14.3,1025,0,1.4,Changping,,,,,,,,,,,,
34230,2017,1,25,5,118,118,8,80,1800,2,-6.333333333,-14.4,1025,0,1.5,Changping,,,,,,,,,,,,
34231,2017,1,25,6,125,125,16,78,2500,5,-6.68,-14.2,1025,0,1.1,Changping,,,,,,,,,,,,
34232,2017,1,25,7,130,130,16,75,2500,5,-6.633333333,-13.9,1025,0,1.5,Changping,,,,,,,,,,,,
34233,2017,1,25,8,136,136,16,78,2600,4,-7.08,-13.8,1025,0,2.1,Changping,,,,,,,,,,,,
34234,2017,1,25,9,155,168,31,91,4000,25,-6.4,-13.7,1025,0,1.5,Changping,,,,,,,,,,,,
34235,2017,1,25,10,157,157,41,88,3500,5,-4.933333333,-13.1,1025,0,0.8,Changping,,,,,,,,,,,,
34236,2017,1,25,11,173,181,47,96,3700,7,-1.525,-13.2,1024.75,0,1.7,Changping,,,,,,,,,,,,
34237,2017,1,25,12,170,170,45,88,3200,15,-0.06,-12.4,1023.6,0,2.3,Changping,,,,,,,,,,,,
34238,2017,1,25,13,148,148,43,80,2600,24,1.125,-13,1022.5,0,1.5,Changping,,,,,,,,,,,,
34240,2017,1,25,15,158,158,43,82,2400,35,2.7,-12.7,1020,0,1.3,Changping,,,,,,,,,,,,
34241,2017,1,25,16,158,158,44,80,2400,40,2.733333333,-12.2,1019.333333,0,1.2,Changping,,,,,,,,,,,,
34242,2017,1,25,17,158,158,44,82,2400,43,2.05,-12.4,1019.25,0,0.8,Changping,,,,,,,,,,,,
34243,2017,1,25,18,160,160,40,90,2500,34,1.12,-12.1,1019.2,0,0.6,Changping,,,,,,,,,,,,
34244,2017,1,25,19,179,179,31,107,2900,15,-1.333333333,-12.4,1019,0,0.9,Changping,,,,,,,,,,,,
34245,2017,1,25,20,205,205,29,122,3700,4,-1.875,-11.8,1019,0,0.4,Changping,,,,,,,,,,,,
34246,2017,1,25,21,204,204,29,120,3500,43,-3.05,-12.2,1019,0,1.1,Changping,,,,,,,,,,,,
34247,2017,1,25,22,193,193,24,100,3100,43,-3.8,-11.9,1019,0,0.5,Changping,,,,,,,,,,,,
34248,2017,1,25,23,183,183,27,87,3100,43,-3.725,-11.4,1018,0,0.9,Changping,,,,,,,,,,,,
34249,2017,1,26,0,214,214,30,97,4900,43,-4.3,-11.9,1017.25,0,1.6,Changping,,,,,,,,,,,,
34250,2017,1,26,1,242,242,31,107,4800,43,-4.5,-11.9,1016.5,0,1.1,Changping,,,,,,,,,,,,
34251,2017,1,26,2,247,247,36,111,5700,43,-4.58,-11.5,1015.4,0,1.8,Changping,,,,,,,,,,,,
34252,2017,1,26,3,219,219,34,106,4400,43,-4.525,-11.1,1015.25,0,1.8,Changping,,,,,,,,,,,,
34253,2017,1,26,4,210,210,25,108,4200,2,-4.575,-10.7,1013.5,0,1.7,Changping,,,,,,,,,,,,
34254,2017,1,26,5,210,210,27,99,3500,2,-4.2,-10.4,1012.666667,0,1.5,Changping,,,,,,,,,,,,
34255,2017,1,26,6,204,204,25,99,3300,2,-4.25,-10.2,1012.25,0,2,Changping,,,,,,,,,,,,
34256,2017,1,26,7,217,217,24,99,3400,43,-3.975,-10,1011.75,0,0.7,Changping,,,,,,,,,,,,
34257,2017,1,26,8,240,240,25,102,3800,3,-3.65,-9.6,1011.5,0,1,Changping,,,,,,,,,,,,
34258,2017,1,26,9,244,244,37,110,4200,3,-3.575,-9.6,1011,0,1.2,Changping,,,,,,,,,,,,
34259,2017,1,26,10,267,267,41,109,4600,4,-2.325,-8.6,1011.25,0,1,Changping,,,,,,,,,,,,
34260,2017,1,26,11,295,332,49,118,5500,5,-1.04,-8.2,1011,0,1.4,Changping,,,,,,,,,,,,
34261,2017,1,26,12,323,323,59,126,5900,43,0.4,-8,1011,0,2,Changping,,,,,,,,,,,,
34262,2017,1,26,13,141,141,39,65,2100,43,6.25,-9.1,1011,0,2.8,Changping,,,,,,,,,,,,
34263,2017,1,26,14,49,77,12,33,100,51,9.175,-11.6,1011,0,3.4,Changping,,,,,,,,,,,,
34264,2017,1,26,15,7,60,6,24,500,57,9.275,-12.9,1011.75,0,3.5,Changping,,,,,,,,,,,,
34265,2017,1,26,16,10,91,4,21,400,61,8.55,-14.1,1013.5,0,5.7,Changping,,,,,,,,,,,,
34266,2017,1,26,17,13,48,3,19,300,64,6.733333333,-14.7,1015.666667,0,2.8,Changping,,,,,,,,,,,,
34267,2017,1,26,18,9,24,4,18,300,64,4.44,-14.8,1018.2,0,3.2,Changping,,,,,,,,,,,,
34268,2017,1,26,19,9,24,4,19,400,64,3.2,-16.2,1020.333333,0,3.1,Changping,,,,,,,,,,,,
34269,2017,1,26,20,10,10,3,15,300,67,2.4,-17.1,1021.25,0,2.9,Changping,,,,,,,,,,,,
34270,2017,1,26,21,8,10,5,16,400,67,1.5,-16.9,1022.75,0,3.1,Changping,,,,,,,,,,,,
34271,2017,1,26,22,11,11,5,15,500,67,0.125,-16.6,1023,0,2.1,Changping,,,,,,,,,,,,
34272,2017,1,26,23,9,9,5,13,400,67,0.125,-16.4,1023.25,0,2,Changping,,,,,,,,,,,,
34273,2017,1,27,0,8,8,6,13,500,67,-1.2,-16.3,1024,0,1.6,Changping,,,,,,,,,,,,
34274,2017,1,27,1,17,18,8,12,1100,67,-1.76,-15.7,1024,0,3.8,Changping,,,,,,,,,,,,
34275,2017,1,27,2,12,12,18,9,300,67,-1.4,-15.4,1024.75,0,2.1,Changping,,,,,,,,,,,,
34276,2017,1,27,3,8,8,9,8,400,67,-2.125,-14.9,1025,0,2.1,Changping,,,,,,,,,,,,
34277,2017,1,27,4,11,11,5,7,300,67,-2.9,-14.9,1024.5,0,2.5,Changping,,,,,,,,,,,,
34278,2017,1,27,5,7,7,7,12,400,42,-3.1,-14.8,1024,0,3,Changping,,,,,,,,,,,,
34279,2017,1,27,6,13,13,8,19,500,53,-3.7,-14.3,1023,0,1.9,Changping,,,,,,,,,,,,
34280,2017,1,27,7,9,13,9,23,600,48,-3.066666667,-14.4,1023,0,1.6,Changping,,,,,,,,,,,,
34281,2017,1,27,8,18,18,10,24,600,47,-3.2,-14.5,1023,0,1.5,Changping,,,,,,,,,,,,
34282,2017,1,27,9,14,24,14,27,700,44,-1.68,-14.5,1023.4,0,1.4,Changping,,,,,,,,,,,,
34288,2017,1,27,15,35,58,12,21,600,74,4.5,-16,1018,0,2.7,Changping,,,,,,,,,,,,
34289,2017,1,27,16,48,82,15,24,600,72,4.2,-15.8,1017,0,2.7,Changping,,,,,,,,,,,,
34290,2017,1,27,17,60,93,17,25,700,74,3.575,-15.9,1016.5,0,2.4,Changping,,,,,,,,,,,,
34291,2017,1,27,18,70,97,23,32,900,66,2.2,-16,1016.75,0,2.5,Changping,,,,,,,,,,,,
34292,2017,1,27,19,85,127,31,40,100,55,1.466666667,-16.2,1017,0,1.7,Changping,,,,,,,,,,,,
34293,2017,1,27,20,123,160,41,44,1400,46,0.68,-16.1,1017,0,2,Changping,,,,,,,,,,,,
34294,2017,1,27,21,134,165,40,45,1300,42,0,-15.7,1016.333333,0,1.3,Changping,,,,,,,,,,,,
34295,2017,1,27,22,142,174,39,49,1200,38,-0.75,-15.6,1016,0,1.1,Changping,,,,,,,,,,,,
34296,2017,1,27,23,163,216,46,49,1300,35,-0.45,-15.5,1016,0,1,Changping,,,,,,,,,,,,
34297,2017,1,28,0,218,311,56,54,1500,28,-0.95,-15.4,1015.5,0,0.3,Changping,,,,,,,,,,,,
34298,2017,1,28,1,456,603,99,67,1500,15,-1.86,-15.2,1015,0,1.1,Changping,,,,,,,,,,,,
34299,2017,1,28,2,539,775,106,72,3300,11,-2.825,-15,1014.75,0,1.1,Changping,,,,,,,,,,,,
34300,2017,1,28,3,527,559,82,82,4800,5,-3.5,-14.4,1014,0,0.6,Changping,,,,,,,,,,,,
34301,2017,1,28,4,325,370,69,83,4400,3,-3.666666667,-14.5,1014,0,1.2,Changping,,,,,,,,,,,,
34302,2017,1,28,5,346,368,58,77,5500,4,-3.64,-14.5,1013.2,0,1,Changping,,,,,,,,,,,,
34303,2017,1,28,6,304,304,51,72,4300,3,-3.1,-14.5,1012.75,0,0.6,Changping,,,,,,,,,,,,
34304,2017,1,28,7,242,297,53,63,200,5,-2.9,-14.2,1012,0,1.1,Changping,,,,,,,,,,,,
34305,2017,1,28,8,313,412,81,75,2800,5,-2.8,-14.2,1012.5,0,1.2,Changping,,,,,,,,,,,,
34306,2017,1,28,9,342,412,101,75,3200,6,-2.825,-13.8,1013,0,1.1,Changping,,,,,,,,,,,,
34307,2017,1,28,10,313,390,111,71,2400,10,-1.625,-14,1013,0,0.9,Changping,,,,,,,,,,,,
34308,2017,1,28,11,295,341,95,61,200,19,-0.3,-14.3,1013,0,1,Changping,,,,,,,,,,,,
34309,2017,1,28,12,242,254,91,56,1900,26,1.125,-14.2,1012.25,0,1.1,Changping,,,,,,,,,,,,
34310,2017,1,28,13,197,220,83,45,1600,38,1.966666667,-14.1,1011.666667,0,1.9,Changping,,,,,,,,,,,,
34311,2017,1,28,14,178,198,79,45,1700,39,2.4,-12.8,1011,0,1.1,Changping,,,,,,,,,,,,
34312,2017,1,28,15,184,203,75,48,200,38,2.5,-10.7,1010,0,1.6,Changping,,,,,,,,,,,,
34313,2017,1,28,16,195,224,68,50,2200,38,2.125,-10.2,1010,0,2.1,Changping,,,,,,,,,,,,
34314,2017,1,28,17,208,236,60,56,2300,33,1.533333333,-10,1010,0,1.4,Changping,,,,,,,,,,,,
34315,2017,1,28,18,218,243,36,66,2600,23,1.05,-9.7,1011,0,0.7,Changping,,,,,,,,,,,,
34316,2017,1,28,19,227,260,25,71,2900,18,-0.5,-9.8,1011.25,0,1.8,Changping,,,,,,,,,,,,
34317,2017,1,28,20,237,254,35,72,3300,11,-1.55,-9.8,1012,0,0.8,Changping,,,,,,,,,,,,
34318,2017,1,28,21,221,249,40,60,2900,15,-1.525,-10.1,1012,0,1.2,Changping,,,,,,,,,,,,
34319,2017,1,28,22,213,249,36,66,2800,9,-2.075,-10.5,1013,0,1.5,Changping,,,,,,,,,,,,
34320,2017,1,28,23,218,222,37,58,2700,13,-2.2,-10.7,1013,0,1.7,Changping,,,,,,,,,,,,
34321,2017,1,29,0,217,257,39,57,300,14,-1.625,-10.8,1013,0,1.2,Changping,,,,,,,,,,,,
34322,2017,1,29,1,123,127,31,30,200,24,0.82,-13.1,1013.4,0,6.5,Changping,,,,,,,,,,,,
34323,2017,1,29,2,9,27,9,6,300,27,1.275,-17.1,1014.5,0,3.1,Changping,,,,,,,,,,,,
34324,2017,1,29,3,3,34,3,7,300,34,0.2,-17.6,1015,0,3.6,Changping,,,,,,,,,,,,
34325,2017,1,29,4,4,44,3,6,200,39,-0.325,-17.4,1015.75,0,3.5,Changping,,,,,,,,,,,,
34326,2017,1,29,5,11,53,2,9,300,43,-0.675,-20.4,1017,0,2.5,Changping,,,,,,,,,,,,
34327,2017,1,29,6,12,92,2,10,400,58,-1.775,-22.3,1018.5,0,4.1,Changping,,,,,,,,,,,,
34328,2017,1,29,7,7,74,2,10,400,57,-3.35,-22,1020,0,4.7,Changping,,,,,,,,,,,,
34329,2017,1,29,8,14,86,4,12,500,52,-3.933333333,-21.4,1021,0,5.2,Changping,,,,,,,,,,,,
34330,2017,1,29,9,12,71,5,15,600,46,-4.36,-21.3,1021.8,0,4.7,Changping,,,,,,,,,,,,
34331,2017,1,29,10,11,58,5,14,600,47,-3.766666667,-21.4,1022,0,5.3,Changping,,,,,,,,,,,,
34332,2017,1,29,11,14,187,3,13,500,46,-3.2,-21.6,1021.75,0,9.6,Changping,,,,,,,,,,,,
34333,2017,1,29,12,12,58,4,12,500,47,-2.62,-21.7,1021.6,0,6.2,Changping,,,,,,,,,,,,
34334,2017,1,29,13,13,56,3,10,400,53,-1.425,-21.7,1021,0,4.4,Changping,,,,,,,,,,,,
34335,2017,1,29,14,10,42,3,10,400,55,-0.775,-21.6,1021,0,4.5,Changping,,,,,,,,,,,,
34336,2017,1,29,15,15,45,4,10,400,57,-0.45,-21.3,1021.25,0,6.3,Changping,,,,,,,,,,,,
34337,2017,1,29,16,16,34,5,11,500,58,-0.966666667,-21.2,1022,0,3,Changping,,,,,,,,,,,,
34338,2017,1,29,17,9,31,4,10,500,60,-0.975,-21.2,1022.5,0,3.9,Changping,,,,,,,,,,,,
34339,2017,1,29,18,8,30,3,9,400,62,-1.62,-21.5,1023.6,0,3.1,Changping,,,,,,,,,,,,
34340,2017,1,29,19,7,19,2,9,400,61,-2.5,-22.3,1025,0,1.9,Changping,,,,,,,,,,,,
34341,2017,1,29,20,14,20,3,9,400,63,-3.2,-23.8,1026,0,3.4,Changping,,,,,,,,,,,,
34342,2017,1,29,21,4,13,2,7,400,66,-3.675,-24.2,1027.25,0,1.6,Changping,,,,,,,,,,,,
34343,2017,1,29,22,13,22,4,10,600,62,-4.675,-24.1,1028,0,2.2,Changping,,,,,,,,,,,,
34344,2017,1,29,23,17,28,6,13,700,55,-5.7,-23.3,1028.75,0,1,Changping,,,,,,,,,,,,
34345,2017,1,30,0,17,21,7,9,800,59,-6.375,-23.5,1029.75,0,2.2,Changping,,,,,,,,,,,,
34346,2017,1,30,1,13,13,7,10,800,58,-6.98,-24,1029.4,0,2.1,Changping,,,,,,,,,,,,
34347,2017,1,30,2,11,13,6,10,800,59,-6.875,-25,1029.75,0,2.4,Changping,,,,,,,,,,,,
34348,2017,1,30,3,6,10,7,7,800,62,-6.775,-24.7,1030,0,2.1,Changping,,,,,,,,,,,,
34349,2017,1,30,4,8,9,7,7,800,62,-7.2,-24.9,1030,0,1.2,Changping,,,,,,,,,,,,
34350,2017,1,30,5,9,11,7,8,800,59,-7.866666667,-24.8,1030,0,1.5,Changping,,,,,,,,,,,,
34351,2017,1,30,6,9,9,7,8,800,59,-7.88,-24.6,1030,0,2,Changping,,,,,,,,,,,,
34352,2017,1,30,7,10,12,7,11,800,57,-8.25,-24.4,1030,0,1.1,Changping,,,,,,,,,,,,
34353,2017,1,30,8,12,19,7,17,800,52,-9.1,-23.5,1030.4,0,0.7,Changping,,,,,,,,,,,,
34354,2017,1,30,9,11,16,6,14,900,55,-5.8,-24.2,1031.2,0,2.4,Changping,,,,,,,,,,,,
34355,2017,1,30,10,10,11,4,9,700,58,-3.4,-23.8,1031,0,1.2,Changping,,,,,,,,,,,,
34356,2017,1,30,11,12,12,5,9,600,58,-2.7,-25.1,1030.2,0,1.9,Changping,,,,,,,,,,,,
34357,2017,1,30,12,6,6,4,9,500,59,-1.4,-24.8,1028.5,0,1.3,Changping,,,,,,,,,,,,
34358,2017,1,30,13,6,6,4,10,500,60,0.1,-24.3,1027,0,1.5,Changping,,,,,,,,,,,,
34359,2017,1,30,14,11,11,4,10,500,61,1.2,-26.1,1025.5,0,1.8,Changping,,,,,,,,,,,,
34360,2017,1,30,15,13,13,4,13,500,60,0.9,-26.4,1025.2,0,2.5,Changping,,,,,,,,,,,,
34361,2017,1,30,16,11,13,4,15,500,61,1,-25.3,1024.7,0,1.9,Changping,,,,,,,,,,,,
34362,2017,1,30,17,15,17,5,23,500,58,0.1,-28,1024.3,0,2.9,Changping,,,,,,,,,,,,
34363,2017,1,30,18,52,80,17,27,800,70,-0.8,-27.7,1024.1,0,1.3,Changping,,,,,,,,,,,,
